LAPORAN REALISASI SP2D TA 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Per Program; Kegiatan; Output; SubOutput; Komponen; SubKomponen; Akun; Item;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode Februari 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Kementerian	:";;;;;;;;;;;;;;054;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Unit Organisasi	";;;;;;;;;;;;;;01;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Satuan Kerja   	:";;;;;;;;;;;;;;018839;BADAN PUSAT STATISTIK KAB. MAJALENGKA;;;;;;;;;;;;;Hal 1 dari;;; 44;;;
Uraian;;;;;;;;;;;;;;;;;Pagu Revisi;;Lock Pagu;;Realisasi TA 2026;;;;;;;;;SISA ANGGARAN;;;;
;;;;;;;;;;;;;;;;;;;;;Periode Lalu;;Periode Ini;s.d. Periode ;;;%;;;;;;;
;;;;;;;;;;;;;000273. transport lokal petugas pemeriksaan lapangan survei imk tahunan;;;1.190.000;;0;;;;0;0;;0;;;0,00 %;;1.190.000;;;;
;;;;;;;;;;;;;000274. transport lokal petugas pemeriksaan lapangan survei imk triwulanan;;;1.530.000;;0;;;;0;0;;0;;;0,00 %;;1.530.000;;;;
;;;;;;;;;;;;;000275. transport lokal petugas pemeriksaan lapangan survei imk triwulanan (vimk25 triwulan 4);;;510.000;;0;;;;0;440.000;;440.000;;;86,27 %;;70.000;;;;
;;;;;;;;;;;;;000277. transport lokal petugas pemeriksaan lapangan survei komoditas perusahaan industri manufaktur;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000637. transport lokal petugas pemeriksaan lapangan survei industri besar dan sedang (ibs) triwulanan;;;1.020.000;;0;;;;0;440.000;;440.000;;;43,14 %;;580.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;24.051.000;;13.958.000;;;;0;0;;0;;;0,00 %;;10.093.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;24.051.000;;13.958.000;;;;0;0;;0;;;0,00 %;;10.093.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.762.000;;0;;;;0;0;;0;;;0,00 %;;2.762.000;;;;
;;;;;;;;;;;;;000278. konsumsi pelatihan petugas survei statistik pertambangan dan energi (1x makan  2x snack);;;1.862.000;;0;;;;0;0;;0;;;0,00 %;;1.862.000;;;;
;;;;;;;;;;;;;000279. perlengkapan pelatihan petugas survei statistik pertambangan dan energi;;;900.000;;0;;;;0;0;;0;;;0,00 %;;900.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;;;;;;;000280. honor pengajar pelatihan petugas survei statistik pertambangan dan energi;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;17.810.000;;13.958.000;;;;0;0;;0;;;0,00 %;;3.852.000;;;;
;;;;;;;;;;;;;000281. pencetakan buku pedoman pencacah vimk26 tahunan;;;796.000;;0;;;;0;0;;0;;;0,00 %;;796.000;;;;
;;;;;;;;;;;;;000282. pencetakan kartu kendali survei ibs;;;86.000;;0;;;;0;0;;0;;;0,00 %;;86.000;;;;
;;;;;;;;;;;;;000283. pencetakan kuesioner pencacahan vimk26 tahunan (vimk26-s2);;;790.000;;0;;;;0;0;;0;;;0,00 %;;790.000;;;;
;;;;;;;;;;;;;000284. pencetakan kuesioner stpim - iia;;;688.000;;0;;;;0;0;;0;;;0,00 %;;688.000;;;;
;;;;;;;;;;;;;000285. pencetakan kuesioner survei pertambangan dan energi;;;120.000;;0;;;;0;0;;0;;;0,00 %;;120.000;;;;
;;;;;;;;;;;;;000286. pencetakan pedoman survei pertambangan dan energi;;;72.000;;0;;;;0;0;;0;;;0,00 %;;72.000;;;;
;;;;;;;;;;;;;000287. pengadaan atk di kab/kota;;;0;;0;;;;0;0;;0;;;0,00 %;;0;;;;
;;;;;;;;;;;;;000288. pengadaan komputer supplies di kab/kota;;;300.000;;0;;;;0;0;;0;;;0,00 %;;300.000;;;;
;;;;;;;;;;;;;000655. pengadaan atk di kab/kota;;;14.958.000;;13.958.000;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;2.480.000;;0;;;;0;0;;0;;;0,00 %;;2.480.000;;;;
;;;;;;;;;;;;;000289. transport lokal pelatihan petugas survei statistik pertambangan dan energi;;;2.480.000;;0;;;;0;0;;0;;;0,00 %;;2.480.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;6.765.000;;0;;;;0;490.000;;490.000;;;7,24 %;;6.275.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;6.765.000;;0;;;;0;490.000;;490.000;;;7,24 %;;6.275.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;5.450.000;;0;;;;0;350.000;;350.000;;;6,42 %;;5.100.000;;;;
;;;;;;;;;;;;;000290. biaya paket data listing survei imk tahunan;;;500.000;;0;;;;0;0;;0;;;0,00 %;;500.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000291. biaya paket data pendataan lapangan updating direktori perusahaan pertambangan dan energi;;;100.000;;0;;;;0;0;;0;;;0,00 %;;100.000;;;;
;;;;;;;;;;;;;000292. biaya paket data pemutakhiran direktori perusahaan awal (dpa);;;2.500.000;;0;;;;0;0;;0;;;0,00 %;;2.500.000;;;;
;;;;;;;;;;;;;000293. biaya paket data pendataan lapangan listing survei imk triwulanan;;;300.000;;0;;;;0;0;;0;;;0,00 %;;300.000;;;;
;;;;;;;;;;;;;000294. biaya paket data pendataan lapangan survei captive power;;;250.000;;0;;;;0;0;;0;;;0,00 %;;250.000;;;;
;;;;;;;;;;;;;000295. biaya paket data pendataan lapangan survei imk triwulanan;;;650.000;;0;;;;0;0;;0;;;0,00 %;;650.000;;;;
;;;;;;;;;;;;;000296. biaya paket data pendataan lapangan survei imk triwulanan (vimk25 triwulan 4);;;400.000;;0;;;;0;350.000;;350.000;;;87,50 %;;50.000;;;;
;;;;;;;;;;;;;000297. biaya paket data pendataan lapangan survei perusahaan konstruksi tahunan;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;;;;;;;000298. biaya paket data pendataan lapangan survei perusahaan konstruksi triwulanan;;;350.000;;0;;;;0;0;;0;;;0,00 %;;350.000;;;;
;;;;;;;;;;;;;000299. biaya paket data pendataan lapangan survei tahunan usaha penggalian bahan industri dan konstruksi;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;1.315.000;;0;;;;0;140.000;;140.000;;;10,65 %;;1.175.000;;;;
;;;;;;;;;;;;;000300. penambahan dan matching direktori perusahaan awal industri manufaktur ke instansi lain di kab/kota;;;0;;0;;;;0;0;;0;;;0,00 %;;0;;;;
;;;;;;;;;;;;;000301. pengawasan dari kabupaten ke kecamatan;;;1.145.000;;0;;;;0;0;;0;;;0,00 %;;1.145.000;;;;
;;;;;;;;;;;;;000302. transport lokal pengutipan direktori perusahaan konstruksi ke instansi/opd/asosiasi di bps kabupaten/kota;;;170.000;;0;;;;0;140.000;;140.000;;;82,35 %;;30.000;;;;
;GG.2905;;;;;;;Penyediaan dan Pengembangan Statistik Kependudukan dan Ketenagakerjaan;;;;;;;;120.389.000;;0;;;;5.026.000;7.019.500;;12.045.500;;;10,01 %;;108.343.500;;;;
;;BMA;;;;Data dan Informasi Publik;;;;;;;;;;120.389.000;;0;;;;5.026.000;7.019.500;;12.045.500;;;10,01 %;;108.343.500;;;;
;;BMA.004;;;;;;;;PUBLIKASI/LAPORAN SURVEI ANGKATAN KERJA NASIONAL;;;;;;120.389.000;;0;;;;5.026.000;7.019.500;;12.045.500;;;10,01 %;;108.343.500;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;85.440.000;;0;;;;0;3.924.000;;3.924.000;;;4,59 %;;81.516.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;85.440.000;;0;;;;0;3.924.000;;3.924.000;;;4,59 %;;81.516.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;66.400.000;;0;;;;0;2.544.000;;2.544.000;;;3,83 %;;63.856.000;;;;
;;;;;;;;;;;;;000303. honor petugas pemeriksaan lapangan (Survei Angkatan Kerja Nasional agustus non organik);;;7.600.000;;0;;;;0;0;;0;;;0,00 %;;7.600.000;;;;
;;;;;;;;;;;;;000304. honor petugas pemeriksaan lapangan updating listing BS (Survei Angkatan Kerja Nasional agustus non organik);;;2.080.000;;0;;;;0;0;;0;;;0,00 %;;2.080.000;;;;
;;;;;;;;;;;;;000305. honor petugas pendataan lapangan (Survei Angkatan Kerja Nasional agustus);;;35.200.000;;0;;;;0;0;;0;;;0,00 %;;35.200.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000306. honor petugas pendataan lapangan (Survei Angkatan Kerja Nasional februari);;;8.800.000;;0;;;;0;0;;0;;;0,00 %;;8.800.000;;;;
;;;;;;;;;;;;;000307. honor petugas pendataan lapangan updating listing BS (Survei Angkatan Kerja Nasional agustus);;;10.176.000;;0;;;;0;0;;0;;;0,00 %;;10.176.000;;;;
;;;;;;;;;;;;;000308. honor petugas pendataan lapangan updating listing BS (Survei Angkatan Kerja Nasional februari);;;2.544.000;;0;;;;0;2.544.000;;2.544.000;;;100,00 %;;0;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;19.040.000;;0;;;;0;1.380.000;;1.380.000;;;7,25 %;;17.660.000;;;;
;;;;;;;;;;;;;000309. transport lokal petugas ke blok sensus (Survei Angkatan Kerja Nasional agustus);;;10.880.000;;0;;;;0;0;;0;;;0,00 %;;10.880.000;;;;
;;;;;;;;;;;;;000310. transport lokal petugas ke blok sensus (Survei Angkatan Kerja Nasional februari );;;2.720.000;;0;;;;0;1.080.000;;1.080.000;;;39,71 %;;1.640.000;;;;
;;;;;;;;;;;;;000311. transport lokal petugas pemeriksaan lapangan (Survei Angkatan Kerja Nasional agustus);;;2.550.000;;0;;;;0;0;;0;;;0,00 %;;2.550.000;;;;
;;;;;;;;;;;;;000312. transport lokal petugas pemeriksaan lapangan (Survei Angkatan Kerja Nasional februari );;;1.700.000;;0;;;;0;300.000;;300.000;;;17,65 %;;1.400.000;;;;
;;;;;;;;;;;;;000313. transport lokal petugas pemeriksaan lapangan updating listing (Survei Angkatan Kerja Nasional agustus);;;680.000;;0;;;;0;0;;0;;;0,00 %;;680.000;;;;
;;;;;;;;;;;;;000314. transport lokal petugas pemeriksaan lapangan updating listing (Survei Angkatan Kerja Nasional februari );;;510.000;;0;;;;0;0;;0;;;0,00 %;;510.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;31.524.000;;0;;;;5.026.000;2.695.500;;7.721.500;;;24,49 %;;23.802.500;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;31.524.000;;0;;;;5.026.000;2.695.500;;7.721.500;;;24,49 %;;23.802.500;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;3.250.000;;0;;;;0;600.000;;600.000;;;18,46 %;;2.650.000;;;;
;;;;;;;;;;;;;000315. paket data pelatihan petugas agustus;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;;;;;;;000317. perlengkapan petugas Survei Angkatan Kerja Nasional agustus;;;1.650.000;;0;;;;0;0;;0;;;0,00 %;;1.650.000;;;;
;;;;;;;;;;;;;000318. perlengkapan petugas Survei Angkatan Kerja Nasional februari;;;600.000;;0;;;;0;600.000;;600.000;;;100,00 %;;0;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;3.996.000;;0;;;;1.776.000;0;;1.776.000;;;44,44 %;;2.220.000;;;;
;;;;;;;;;;;;;000319. honor pengajar pelatihan petugas Survei Angkatan Kerja Nasional agustus;;;1.998.000;;0;;;;0;0;;0;;;0,00 %;;1.998.000;;;;
;;;;;;;;;;;;;000320. honor pengajar pelatihan petugas Survei Angkatan Kerja Nasional februari;;;1.998.000;;0;;;;1.776.000;0;;1.776.000;;;88,89 %;;222.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;7.812.000;;0;;;;0;325.500;;325.500;;;4,17 %;;7.486.500;;;;
;;;;;;;;;;;;;000321. pencetakan dokumen pelatihan petugas Survei Angkatan Kerja Nasional agustus;;;4.914.000;;0;;;;0;0;;0;;;0,00 %;;4.914.000;;;;
;;;;;;;;;;;;;000322. pencetakan dokumen pelatihan petugas Survei Angkatan Kerja Nasional februari;;;1.954.000;;0;;;;0;0;;0;;;0,00 %;;1.954.000;;;;
;;;;;;;;;;;;;000323. pengadaan ATK kabupaten/kota;;;944.000;;0;;;;0;325.500;;325.500;;;34,48 %;;618.500;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;524114;;;;;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;;;;16.466.000;;0;;;;3.250.000;1.770.000;;5.020.000;;;30,49 %;;11.446.000;;;;
;;;;;;;;;;;;;000325. pelatihan petugas Survei Angkatan Kerja Nasional agustus;;;8.000.000;;0;;;;0;0;;0;;;0,00 %;;8.000.000;;;;
;;;;;;;;;;;;;000326. pelatihan petugas Survei Angkatan Kerja Nasional februari;;;3.250.000;;0;;;;3.250.000;0;;3.250.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000327. perjalanan pelatihan petugas Survei Angkatan Kerja Nasional agustus;;;3.145.000;;0;;;;0;0;;0;;;0,00 %;;3.145.000;;;;
;;;;;;;;;;;;;000328. perjalanan pelatihan petugas Survei Angkatan Kerja Nasional februari;;;2.071.000;;0;;;;0;1.770.000;;1.770.000;;;85,47 %;;301.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;3.425.000;;0;;;;0;400.000;;400.000;;;11,68 %;;3.025.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;3.425.000;;0;;;;0;400.000;;400.000;;;11,68 %;;3.025.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;1.800.000;;0;;;;0;400.000;;400.000;;;22,22 %;;1.400.000;;;;
;;;;;;;;;;;;;000329. paket data pengumpulan data Survei Angkatan Kerja Nasional agustus;;;1.400.000;;0;;;;0;0;;0;;;0,00 %;;1.400.000;;;;
;;;;;;;;;;;;;000330. paket data pengumpulan data Survei Angkatan Kerja Nasional februari;;;400.000;;0;;;;0;400.000;;400.000;;;100,00 %;;0;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;1.625.000;;0;;;;0;0;;0;;;0,00 %;;1.625.000;;;;
;;;;;;;;;;;;;000331. pengawasan kab/kota ke kecamatan Survei Angkatan Kerja Nasional;;;1.625.000;;0;;;;0;0;;0;;;0,00 %;;1.625.000;;;;
;GG.2906;;;;;;;Penyediaan dan Pengembangan Statistik Kesejahteraan Rakyat;;;;;;;;546.623.000;;0;;;;60.633.000;40.996.000;;101.629.000;;;18,59 %;;444.994.000;;;;
;;BMA;;;;Data dan Informasi Publik;;;;;;;;;;546.623.000;;0;;;;60.633.000;40.996.000;;101.629.000;;;18,59 %;;444.994.000;;;;
;;BMA.005;;;;;;;;PUBLIKASI/LAPORAN DATA TUNGGAL SOSIAL DAN EKONOMI NASIONAL;;;;;;3.015.000;;0;;;;0;0;;0;;;0,00 %;;3.015.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;;;;;;;000384. pengadaan atk di kab/kota;;;500.000;;0;;;;0;0;;0;;;0,00 %;;500.000;;;;
;;;;;;;;;;;;;000385. pengadaan komputer supplies di kab/kota;;;500.000;;0;;;;0;0;;0;;;0,00 %;;500.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;2.015.000;;0;;;;0;0;;0;;;0,00 %;;2.015.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;2.015.000;;0;;;;0;0;;0;;;0,00 %;;2.015.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;1.520.000;;0;;;;0;0;;0;;;0,00 %;;1.520.000;;;;
;;;;;;;;;;;;;000386. Konsumsi rapat DTSEN 2026 di kab/kota;;;1.520.000;;0;;;;0;0;;0;;;0,00 %;;1.520.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;495.000;;0;;;;0;0;;0;;;0,00 %;;495.000;;;;
;;;;;;;;;;;;;000389. Perjalanan dinas dari BPS kab/kota ke kecamatan DTSEN 2026;;;325.000;;0;;;;0;0;;0;;;0,00 %;;325.000;;;;
;;;;;;;;;;;;;000390. Transport lokal dalam rangka uji petik DTSEN 2026;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;BMA.006;;;;;;;;PUBLIKASI/LAPORAN SURVEI SOSIAL EKONOMI NASIONAL;;;;;;543.608.000;;0;;;;60.633.000;40.996.000;;101.629.000;;;18,70 %;;441.979.000;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;364.893.000;;0;;;;0;26.772.000;;26.772.000;;;7,34 %;;338.121.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;364.893.000;;0;;;;0;26.772.000;;26.772.000;;;7,34 %;;338.121.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;315.753.000;;0;;;;0;16.182.000;;16.182.000;;;5,12 %;;299.571.000;;;;
;;;;;;;;;;;;;000332. honor petugas pemeriksaan lapangan Survei Sosial Ekonomi Nasional (susenas maret);;;15.480.000;;0;;;;0;0;;0;;;0,00 %;;15.480.000;;;;
;;;;;;;;;;;;;000333. honor petugas pengolahan Survei Ekonomi Rumah Tangga Triwulanan (Seruti) terintegrasi Susenas;;;7.560.000;;0;;;;0;0;;0;;;0,00 %;;7.560.000;;;;
;;;;;;;;;;;;;000334. honor petugas pengolahan Survei Sosial Ekonomi Nasional (susenas maret);;;23.400.000;;0;;;;0;0;;0;;;0,00 %;;23.400.000;;;;
;;;;;;;;;;;;;000335. honor petugas pengolahan Survei Sosial Ekonomi Nasional (susenas september);;;5.460.000;;0;;;;0;0;;0;;;0,00 %;;5.460.000;;;;
;;;;;;;;;;;;;000336. honor petugas pengolahan updating listing (susenas maret);;;2.880.000;;0;;;;0;0;;0;;;0,00 %;;2.880.000;;;;
;;;;;;;;;;;;;000337. honor petugas pengolahan updating listing (susenas september);;;672.000;;0;;;;0;0;;0;;;0,00 %;;672.000;;;;
;;;;;;;;;;;;;000338. honor petugas pemeriksaan updating listing (susenas maret);;;1.872.000;;0;;;;0;1.872.000;;1.872.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000339. honor petugas pendataan lapangan Survei Ekonomi Rumah Tangga Triwulanan (Seruti);;;52.080.000;;0;;;;0;0;;0;;;0,00 %;;52.080.000;;;;
;;;;;;;;;;;;;000340. honor petugas pendataan lapangan Survei Ekonomi Rumah Tangga Triwulanan (Seruti) terintegrasi Susenas;;;36.120.000;;0;;;;0;0;;0;;;0,00 %;;36.120.000;;;;
;;;;;;;;;;;;;000341. honor petugas pendataan lapangan Survei Sosial Ekonomi Nasional (susenas maret);;;115.200.000;;0;;;;0;0;;0;;;0,00 %;;115.200.000;;;;
;;;;;;;;;;;;;000342. honor petugas pendataan lapangan Survei Sosial Ekonomi Nasional (susenas september);;;26.880.000;;0;;;;0;0;;0;;;0,00 %;;26.880.000;;;;
;;;;;;;;;;;;;000343. honor petugas pendataan lapangan updating listing (susenas maret);;;14.310.000;;0;;;;0;14.310.000;;14.310.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000344. honor petugas pendataan lapangan updating listing (susenas september);;;3.339.000;;0;;;;0;0;;0;;;0,00 %;;3.339.000;;;;
;;;;;;;;;;;;;000345. honor petugas pengolahan Survei Ekonomi Rumah Tangga Triwulanan (Seruti);;;10.500.000;;0;;;;0;0;;0;;;0,00 %;;10.500.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;49.140.000;;0;;;;0;10.590.000;;10.590.000;;;21,55 %;;38.550.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000346. transport lokal pencacahan rentang harga (susenas maret);;;2.250.000;;0;;;;0;1.410.000;;1.410.000;;;62,67 %;;840.000;;;;
;;;;;;;;;;;;;000347. transport lokal petugas pendataan susenas september;;;2.520.000;;0;;;;0;0;;0;;;0,00 %;;2.520.000;;;;
;;;;;;;;;;;;;000348. transport lokal pencacahan rentang harga susenas september;;;1.650.000;;0;;;;0;0;;0;;;0,00 %;;1.650.000;;;;
;;;;;;;;;;;;;000349. transport lokal petugas pemeriksaan lapangan (seruti triwulan 1 dan 3);;;7.650.000;;0;;;;0;0;;0;;;0,00 %;;7.650.000;;;;
;;;;;;;;;;;;;000350. transport lokal petugas pemeriksaan lapangan (seruti triwulan 2 dan 4);;;5.400.000;;0;;;;0;0;;0;;;0,00 %;;5.400.000;;;;
;;;;;;;;;;;;;000351. transport lokal petugas pemeriksaan lapangan (susenas maret organik);;;6.900.000;;0;;;;0;0;;0;;;0,00 %;;6.900.000;;;;
;;;;;;;;;;;;;000352. transport lokal petugas pemeriksaan lapangan (susenas september organik);;;1.800.000;;0;;;;0;0;;0;;;0,00 %;;1.800.000;;;;
;;;;;;;;;;;;;000353. transport lokal petugas pemeriksaan lapangan updating listing (susenas maret organik);;;2.550.000;;0;;;;0;2.460.000;;2.460.000;;;96,47 %;;90.000;;;;
;;;;;;;;;;;;;000354. transport lokal petugas pemeriksaan lapangan updating listing (susenas september organik);;;900.000;;0;;;;0;0;;0;;;0,00 %;;900.000;;;;
;;;;;;;;;;;;;000355. transport lokal petugas pendataan lapangan (susenas maret);;;10.800.000;;0;;;;0;0;;0;;;0,00 %;;10.800.000;;;;
;;;;;;;;;;;;;000642. transport lokal petugas pendataan lapangan updating listing (susenas maret organik);;;6.720.000;;0;;;;0;6.720.000;;6.720.000;;;100,00 %;;0;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;158.729.000;;0;;;;60.633.000;8.450.000;;69.083.000;;;43,52 %;;89.646.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;158.729.000;;0;;;;60.633.000;8.450.000;;69.083.000;;;43,52 %;;89.646.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;5.800.000;;0;;;;4.200.000;0;;4.200.000;;;72,41 %;;1.600.000;;;;
;;;;;;;;;;;;;000357. paket data pelatihan petugas susenas september;;;600.000;;0;;;;0;0;;0;;;0,00 %;;600.000;;;;
;;;;;;;;;;;;;000358. perlengkapan pelatihan petugas susenas september;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;;;;;;;000359. perlengkapan petugas pelatihan petugas susenas maret;;;4.200.000;;0;;;;4.200.000;0;;4.200.000;;;100,00 %;;0;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;9.990.000;;0;;;;6.993.000;0;;6.993.000;;;70,00 %;;2.997.000;;;;
;;;;;;;;;;;;;000360. honor pengajar pelatihan petugas susenas maret;;;6.993.000;;0;;;;6.993.000;0;;6.993.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000361. honor pengajar pelatihan petugas susenas september;;;2.997.000;;0;;;;0;0;;0;;;0,00 %;;2.997.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;52.754.000;;0;;;;0;0;;0;;;0,00 %;;52.754.000;;;;
;;;;;;;;;;;;;000362. pencetakan buku pedoman seruti (pelatihan petugas susenas maret);;;960.000;;0;;;;0;0;;0;;;0,00 %;;960.000;;;;
;;;;;;;;;;;;;000363. pencetakan vseruti26.mak (pelaksanaan lapangan ;;;4.435.000;;0;;;;0;0;;0;;;0,00 %;;4.435.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;seruti triwulan 2 dan 4);;;4.435.000;;0;;;;0;0;;;;;;;4.435.000;;;;
;;;;;;;;;;;;;000364. pencetakan vseruti27.inti (pelaksanaan lapangan seruti triwulan 1);;;554.000;;0;;;;0;0;;0;;;0,00 %;;554.000;;;;
;;;;;;;;;;;;;000365. pengadaan atk di kab/kota;;;2.365.000;;0;;;;0;0;;0;;;0,00 %;;2.365.000;;;;
;;;;;;;;;;;;;000366. pengadaan komputer supplies di kab/kota;;;792.000;;0;;;;0;0;;0;;;0,00 %;;792.000;;;;
;;;;;;;;;;;;;000367. pencetakan buku pedoman Susenas maret 2027;;;10.260.000;;0;;;;0;0;;0;;;0,00 %;;10.260.000;;;;
;;;;;;;;;;;;;000368. pencetakan buku pedoman Susenas september;;;3.540.000;;0;;;;0;0;;0;;;0,00 %;;3.540.000;;;;
;;;;;;;;;;;;;000369. pencetakan kuesioner lapangan Susenas maret 2027;;;20.790.000;;0;;;;0;0;;0;;;0,00 %;;20.790.000;;;;
;;;;;;;;;;;;;000370. pencetakan kuesioner lapangan Susenas september;;;4.851.000;;0;;;;0;0;;0;;;0,00 %;;4.851.000;;;;
